year;province_name;regency_name;poverty_amount;poverty_percentage;unemployed_percentage;uneducated_percentage
2022;Jawa Timur;Kota Madiun;8490;4,76;47;40,06
2022;Jawa Timur;Surabaya;138210;4,72;44,15;60,55
2022;Jawa Timur;Batu;8050;3,79;55,66;44,58
2022;Banten;Pandeglang;114650;9,32;51,44;76,8
2022;Banten;Lebak;117220;8,91;32,81;93,08
2022;Banten;Tangerang;270520;6,92;53,56;70,71
2022;Banten;Serang;75450;4,96;59,59;72,42
2022;Banten;Kota Tangerang;132880;5,77;46,47;69,78
2022;Banten;Cilegon;16460;3,64;49,43;63,8
2022;Banten;Kota Serang;42560;5,94;52,13;88,88
2022;Banten;Tangerang Selatan;44290;2,5;53,98;50,39
2022;Bali;Jembrana;15000;5,3;34,87;74,72
2022;Bali;Tabanan;23460;5,18;36,78;73,87
2022;Bali;Badung;18280;2,53;47,26;79,86
2022;Bali;Gianyar;24740;4,7;40,19;62,06
2022;Bali;Klungkung;10890;6,07;36,37;81,93
2022;Bali;Bangli;12170;5,28;28,44;85,17
2022;Bali;Karangasem;29450;6,98;31,22;81,37
2022;Bali;Buleleng;41680;6,21;41,46;69,56
2022;Bali;Denpasar;30020;2,97;49,03;64,27
2022;Nusa Tenggara Barat;Lombok Barat;99010;13,39;38,34;85,43
2022;Nusa Tenggara Barat;Lombok Tengah;128000;12,89;31,29;81,76
2022;Nusa Tenggara Barat;Lombok Timur;189640;15,14;39,45;78,01
2022;Nusa Tenggara Barat;Sumbawa;64730;13,5;31,24;76
2022;Nusa Tenggara Barat;Dompu;33270;12,4;42,04;67,24
2022;Nusa Tenggara Barat;Bima;74460;14,5;29,63;74,62
2022;Nusa Tenggara Barat;Sumbawa Barat;21280;13,02;42,19;78,32
2022;Nusa Tenggara Barat;Lombok Utara;59820;25,93;40,52;82,34
2022;Nusa Tenggara Barat;Mataram;45300;8,63;44,5;68,64
2022;Nusa Tenggara Barat;Kota Bima;16440;8,8;53,77;70,39
2022;Nusa Tenggara Timur;Sumba Barat;37060;27,47;42,63;88,39
2022;Nusa Tenggara Timur;Sumba Timur;75280;28,22;27,5;81,16
2022;Nusa Tenggara Timur;Kupang;88020;21,7;41,88;81,57
2022;Nusa Tenggara Timur;Timor Tengah Selatan;120450;25,45;37,42;85,37
2022;Nusa Tenggara Timur;Timor Tengah Utara;55880;21,5;24,7;89,4
2022;Nusa Tenggara Timur;Belu;33980;14,84;36,14;86,55
2022;Nusa Tenggara Timur;Alor;42300;20,25;31,26;81,66
2022;Nusa Tenggara Timur;Lembata;37880;25,18;40,17;87,27
2022;Nusa Tenggara Timur;Flores Timur;28080;10,75;39,92;86,55
2022;Nusa Tenggara Timur;Sikka;40870;12,61;35,06;94,26
2022;Nusa Tenggara Timur;Ende;63400;23;24,21;76,24
2022;Nusa Tenggara Timur;Ngada;20140;11,93;32,45;86,44
2022;Nusa Tenggara Timur;Manggarai;69680;19,84;38,92;84,34
2022;Nusa Tenggara Timur;Rote Ndao;52430;27,45;38,82;84,45
2022;Nusa Tenggara Timur;Manggarai Barat;49950;17,15;28,76;92,44
2022;Nusa Tenggara Timur;Sumba Tengah;24490;32,51;48,45;82,89
2022;Nusa Tenggara Timur;Sumba Barat Daya;98500;27,16;30,75;82,13
2022;Nusa Tenggara Timur;Nagekeo;18010;12,05;33,65;78,52
2022;Nusa Tenggara Timur;Manggarai Timur;74550;25,35;21,75;88,28
2022;Nusa Tenggara Timur;Sabu Raijua;30000;28,73;34,06;84,24
2022;Nusa Tenggara Timur;Malaka;30480;15,26;49,45;83,29
2022;Nusa Tenggara Timur;Kota Kupang;40200;8,61;60,39;55,62
2022;Kalimantan Barat;Sambas;37650;6,92;33,51;87,77
2022;Kalimantan Barat;Bengkayang;15970;6,03;48,7;82,8
2022;Kalimantan Barat;Landak;38650;10,01;38,6;81,89
2022;Kalimantan Barat;Pontianak;14300;5,32;60,7;80,98
2022;Kalimantan Barat;Sanggau;21740;4,51;41,61;90,3
2022;Kalimantan Barat;Ketapang;49920;9,39;42,64;82,81
2022;Kalimantan Barat;Sintang;36760;8,57;45,96;84,49
2022;Kalimantan Barat;Kapuas Hulu;23430;8,59;31,88;83,42
2022;Kalimantan Barat;Sekadau;11910;5,85;30,09;96,26
2022;Kalimantan Barat;Melawi;24570;11,44;28,98;87,51
2022;Kalimantan Barat;Kayong Utara;10520;9,04;37,57;81,89
2022;Kalimantan Barat;Kubu Raya;24390;4,12;55,67;90,5
2022;Kalimantan Barat;Kota Pontianak;29610;4,46;41,83;63,22
2022;Kalimantan Barat;Singkawang;10820;4,67;49,24;85,1
2022;Kalimantan Tengah;Kotawaringin Barat;12440;3,93;43,65;81,48
2022;Kalimantan Tengah;Kotawaringin Timur;27560;5,95;49;81,07
2022;Kalimantan Tengah;Kapuas;20180;5,52;40,98;84,79
2022;Kalimantan Tengah;Barito Selatan;6830;4,88;63,04;88,09
2022;Kalimantan Tengah;Barito Utara;7700;5,8;40,4;65,47
2022;Kalimantan Tengah;Sukamara;2480;3,72;43,34;68,05
2022;Kalimantan Tengah;Lamandau;2780;3,34;42,29;77,76
2022;Kalimantan Tengah;Seruyan;15960;7,43;46,47;71,57
2022;Kalimantan Tengah;Katingan;9710;5,5;53,43;75,27
2022;Kalimantan Tengah;Pulang Pisau;6040;4,7;56,02;68,95
2022;Kalimantan Tengah;Gunung Mas;6700;5,64;44,51;73,87
2022;Kalimantan Tengah;Barito Timur;8420;6,59;42,9;61,49
2022;Kalimantan Tengah;Murung Raya;7690;6,4;53,79;75,6
2022;Kalimantan Tengah;Palangka Raya;10620;3,61;61,64;61,06
2022;Kalimantan Selatan;Tanah Laut;13540;3,86;55,25;69,08
2022;Kalimantan Selatan;Kota Baru;15070;4,3;53,28;86,27
2022;Kalimantan Selatan;Banjar;16710;2,79;56,72;78,47
2022;Kalimantan Selatan;Barito Kuala;15060;4,75;32,63;89,56
2022;Kalimantan Selatan;Tapin;6980;3,6;32,77;91,35
2022;Kalimantan Selatan;Hulu Sungai Selatan;10800;4,54;44,82;89,74
2022;Kalimantan Selatan;Hulu Sungai Tengah;16140;5,92;37,88;78,64
2022;Kalimantan Selatan;Hulu Sungai Utara;15500;6,49;50,22;92,93
2022;Kalimantan Selatan;Tabalong;15240;5,87;33,85;72,3
2022;Kalimantan Selatan;Tanah Bumbu;17220;4,26;49,03;77,6
2022;Kalimantan Selatan;Balangan;7830;5,83;46,28;76,03
2022;Kalimantan Selatan;Banjarmasin;34010;4,74;63,14;70,94
2022;Kalimantan Selatan;Banjar Baru;11610;4,17;43,86;54,87
2022;Kalimantan Timur;Paser;27020;9,43;44,22;69,7
2022;Kalimantan Timur;Kutai Barat;15380;10,2;57,51;74,61
2022;Kalimantan Timur;Kutai Kartanegara;62870;7,96;61,01;68,23
2022;Kalimantan Timur;Kutai Timur;36840;9,28;52,15;67,78
2022;Kalimantan Timur;Berau;13310;5,65;38,52;70,87
2022;Kalimantan Timur;Penajam Paser Utara;11590;7,25;54,9;67,8
2022;Kalimantan Timur;Mahakam Hulu;3100;11,55;36,39;72,6
2022;Kalimantan Timur;Balikpapan;15830;2,45;47,47;38,02
2022;Kalimantan Timur;Samarinda;41950;4,85;55,27;55,98
2022;Kalimantan Timur;Bontang;8390;4,54;50,04;73,03
2022;Kalimantan Utara;Malinau;5930;6,64;52,6;76,82
2022;Kalimantan Utara;Bulungan;12580;9,32;49,97;81,97
2022;Kalimantan Utara;Tana Tidung;1350;4,45;62,02;93,06
2022;Kalimantan Utara;Nunukan;12860;6,13;52,56;85,49
2022;Kalimantan Utara;Tarakan;16750;6,3;43,72;61,23
2022;Sulawesi Utara;Bolaang Mongondow;17960;7,04;45,1;83,14
2022;Sulawesi Utara;Minahasa;24340;7,05;53,46;60,3
2022;Sulawesi Utara;Kepulauan Sangihe;13890;10,5;57,16;74,33
2022;Sulawesi Utara;Kepulauan Talaud;7720;8,25;39,99;64,48
2022;Sulawesi Utara;Minahasa Selatan;19070;9;57,69;61,58
2022;Sulawesi Utara;Minahasa Utara;13500;6,6;57,15;55,64
2022;Sulawesi Utara;Bolaang Mongondow Utara;6010;7,31;50,43;73,52
2022;Sulawesi Utara;Siau Tagulandang Biaro;5530;8,2;59,14;81,55
2022;Sulawesi Utara;Minahasa Tenggara;12610;11,78;48,47;78,78
2022;Sulawesi Utara;Bolaang Mongondow Selatan;8100;11,92;47,95;81,02
2022;Sulawesi Utara;Bolaang Mongondow Timur;4320;5,85;56,41;82,44
2022;Sulawesi Utara;Manado;25380;5,85;64,47;64,12
2022;Sulawesi Utara;Bitung;14000;6,2;44,66;79,57
2022;Sulawesi Utara;Tomohon;5790;5,26;42,26;62,09
2022;Sulawesi Utara;Kotamobagu;6940;5,19;60,87;66,79
2022;Sulawesi Tengah;Banggai Kepulauan;16070;13,44;48,86;87,36
2022;Sulawesi Tengah;Banggai;28550;7,33;42,35;85,18
2022;Sulawesi Tengah;Morowali;15860;12,58;58,8;61,45
2022;Sulawesi Tengah;Poso;40780;15,18;42,97;81,96
2022;Sulawesi Tengah;Donggala;50220;16,3;53,41;81,06
2022;Sulawesi Tengah;Toli-Toli;30610;12,74;53,71;73,75
2022;Sulawesi Tengah;Buol;21840;12,85;52,84;75,3
2022;Sulawesi Tengah;Parigi Moutong;74600;14,63;46,62;84,56
2022;Sulawesi Tengah;Tojo Una-Una;25330;16,12;39,22;83,59
2022;Sulawesi Tengah;Sigi;29940;12,3;33,39;81,66
2022;Sulawesi Tengah;Banggai Laut;10320;13,17;53,88;82,21
2022;Sulawesi Tengah;Morowali Utara;17490;12,97;38,17;79,42
2022;Sulawesi Tengah;Palu;26750;6,63;58,2;60,11
2022;Sulawesi Selatan;Kepulauan Selayar;16740;12,24;47,69;78,37
2022;Sulawesi Selatan;Bulukumba;31290;7,39;46,61;85,78
2022;Sulawesi Selatan;Bantaeng;17220;9,07;46,34;82,88
2022;Sulawesi Selatan;Jeneponto;50590;13,73;38,44;79,61
2022;Sulawesi Selatan;Takalar;24750;8,25;43,38;78,17
2022;Sulawesi Selatan;Gowa;57960;7,36;37,22;83,26
2022;Sulawesi Selatan;Sinjai;21670;8,8;43,51;87,52
2022;Sulawesi Selatan;Maros;33900;9,43;51,08;77,3
2022;Sulawesi Selatan;Pangkajene Dan Kepulauan;47530;13,92;45,8;75,67
2022;Sulawesi Selatan;Barru;14730;8,4;58,08;81,82
2022;Sulawesi Selatan;Bone;80340;10,58;56,33;79,06
2022;Sulawesi Selatan;Soppeng;17210;7,49;48,38;87,91
2022;Sulawesi Selatan;Wajo;26750;6,57;47,73;89,31
2022;Sulawesi Selatan;Sidenreng Rappang;15560;5,11;63,05;75,78
2022;Sulawesi Selatan;Pinrang;33640;8,79;47,52;76,76
2022;Sulawesi Selatan;Enrekang;26150;12,39;34,98;80,43
2022;Sulawesi Selatan;Luwu;46500;12,49;60,2;59,06
2022;Sulawesi Selatan;Tana Toraja;29310;12,18;23,94;61,84
2022;Sulawesi Selatan;Luwu Utara;42290;13,22;46,74;74,36
2022;Sulawesi Selatan;Luwu Timur;20890;6,81;49,68;65,73
2022;Sulawesi Selatan;Toraja Utara;27790;11,65;40,99;79,92
2022;Sulawesi Selatan;Makassar;71830;4,58;52,95;57,28
2022;Sulawesi Selatan;Parepare;8010;5,41;57,78;72,61
2022;Sulawesi Selatan;Palopo;14780;7,78;59,8;54,23
2022;Sulawesi Tenggara;Buton;13610;13,27;51,13;74,31
2022;Sulawesi Tenggara;Muna;30480;13,41;47,06;77,54
2022;Sulawesi Tenggara;Konawe;32090;12,75;54,62;62,84
2022;Sulawesi Tenggara;Kolaka;31560;11,51;43,38;70,88
2022;Sulawesi Tenggara;Konawe Selatan;35790;11,08;45,62;73,64
2022;Sulawesi Tenggara;Bombana;19210;10,26;48,79;71,84
2022;Sulawesi Tenggara;Wakatobi;15010;14,55;44,57;80,35
2022;Sulawesi Tenggara;Kolaka Utara;20630;13,08;32,19;79,87
2022;Sulawesi Tenggara;Buton Utara;9130;14,26;49,29;71,71
2022;Sulawesi Tenggara;Konawe Utara;9020;13,72;53,11;72,35
2022;Sulawesi Tenggara;Kolaka Timur;19330;13,57;43,64;73,15
2022;Sulawesi Tenggara;Konawe Kepulauan;5470;16,15;38,93;65,94
2022;Sulawesi Tenggara;Muna Barat;11560;13,85;44,28;67,08
2022;Sulawesi Tenggara;Buton Tengah;13920;14,9;42,79;66,21
2022;Sulawesi Tenggara;Buton Selatan;11570;14,41;55,03;73,65
2022;Sulawesi Tenggara;Kendari;18720;4,57;56,07;61,56
2022;Sulawesi Tenggara;Bau-Bau;12690;7,31;49,42;62,61
2022;Gorontalo;Boalemo;31970;18,74;39,61;78,86
2022;Gorontalo;Gorontalo;66640;17,71;41,84;78,42
2022;Gorontalo;Pohuwato;29320;17,87;42,52;80,28
2022;Gorontalo;Bone Bolango;25470;16,05;52,96;81,44
2022;Gorontalo;Gorontalo Utara;19380;17,24;47,96;88,86
2022;Gorontalo;Kota Gorontalo;12670;5,73;53,92;77,41
2022;Sulawesi Barat;Majene;26620;15,13;48,99;73,7
2022;Sulawesi Barat;Polewali Mandar;72870;16,39;34,96;80,75
2022;Sulawesi Barat;Mamasa;23700;14,51;41,17;74,24
2022;Sulawesi Barat;Mamuju;23260;7,63;48,31;81,95
2022;Sulawesi Barat;Mamuju Utara;9300;5,09;46,79;88,66
2022;Sulawesi Barat;Mamuju Tengah;9980;7,17;49,84;69,62
2022;Maluku;Maluku Tenggara Barat;26940;23,88;47,76;63,16
2022;Maluku;Maluku Tenggara;21380;21,19;39,85;64,23
2022;Maluku;Maluku Tengah;65730;17,46;55,61;60,23
2022;Maluku;Buru;23600;15,82;58,73;67,53
2022;Maluku;Kepulauan Aru;22360;23,51;42,27;76,88
2022;Maluku;Seram Bagian Barat;38570;22,25;45,41;66,35
2022;Maluku;Seram Bagian Timur;23710;20,73;56,52;73,92
2022;Maluku;Maluku Barat Daya;20360;27,64;36,75;68,43
2022;Maluku;Buru Selatan;9350;14,75;39,96;83,94
2022;Maluku;Ambon;22580;4,68;57,11;46,5
2022;Maluku;Tual;16010;20,56;53,98;52,6
2022;Maluku Utara;Halmahera Barat;10060;8,43;51,96;79,13
2022;Maluku Utara;Halmahera Tengah;6930;12;31,41;59,8
2022;Maluku Utara;Kepulauan Sula;7840;7,64;66,01;73,19
2022;Maluku Utara;Halmahera Selatan;11890;4,99;52,71;77,58
2022;Maluku Utara;Halmahera Utara;9010;4,58;53,81;77,88
2022;Maluku Utara;Halmahera Timur;13000;13,14;50,93;71,09
2022;Maluku Utara;Pulau Morotai;3770;5,42;63,72;88,4
2022;Maluku Utara;Pulau Taliabu;3760;6,88;48,9;61,07
2022;Maluku Utara;Ternate;7540;3,11;55,74;51,75
2022;Maluku Utara;Tidore Kepulauan;6080;5,99;40,65;71,06
2022;Papua Barat;Fakfak;18130;22,06;52,66;63,24
2022;Papua Barat;Kaimana;10110;15,29;38,17;65,97
2022;Papua Barat;Teluk Wondama;10440;30,06;43,06;76,78
2022;Papua Barat;Teluk Bintuni;20450;29,73;53,15;60,65
2022;Papua Barat;Manokwari;34960;19,9;49,97;61,98
2022;Papua Barat;Sorong Selatan;9330;18,48;32,35;75,04
2022;Papua Barat;Sorong;26340;27,58;48;66,26
2022;Papua Barat;Raja Ampat;8690;17,32;59,49;68,56
2022;Papua Barat;Tambrauw;5200;32,45;41,7;61,01
2022;Papua Barat;Maybrat;13660;31,14;35,06;61,18
2022;Papua Barat;Manokwari Selatan;7680;28,55;35,46;75,19
2022;Papua Barat;Pegunungan Arfak;11870;33,71;25,72;69,81
2022;Papua Barat;Kota Sorong;41930;14,96;62,29;50,98
2022;Papua;Merauke;23960;10,1;32,7;64,89
2022;Papua;Jayawijaya;75590;35,8;17,36;79,09
2022;Papua;Jayapura;15430;11,94;48,96;64,25
2022;Papua;Nabire;35430;23,9;36,18;63,52
2022;Papua;Kepulauan Yapen;26010;26,15;43,03;61,04
2022;Papua;Biak Numfor;36800;24,48;41,89;54,63
2022;Papua;Paniai;62970;36,63;17,51;87,9
2022;Papua;Puncak Jaya;47610;36,3;30,03;80,47
2022;Papua;Mimika;31580;14,28;46,1;86,95
2022;Papua;Boven Digoel;14200;20,04;43,49;76,26
2022;Papua;Mappi;26760;26,04;53,47;77,65
2022;Papua;Asmat;25600;24,87;29,41;83,41
2022;Papua;Yahukimo;71610;36,21;16,3;90,92
2022;Papua;Pegunungan Bintang;23500;30,32;26,8;84
2022;Papua;Tolikara;47130;31,31;14,05;93,93
2022;Papua;Sarmi;5600;13,76;56,93;76,66
2022;Papua;Keerom;9270;15,77;44,46;76,35
2022;Papua;Waropen;10020;30,22;51,18;65,5
2022;Papua;Supiori;7940;37,7;53,26;55,45
2022;Papua;Mamberamo Raya;7680;30,73;51,72;67,04
2022;Papua;Nduga;41760;36,73;10,64;89,89
2022;Papua;Lanny Jaya;76460;37,76;9,79;87,32
2022;Papua;Mamberamo Tengah;19660;35,92;8,93;76,99
2022;Papua;Yalimo;21720;31,68;15,29;89,99
2022;Papua;Puncak;41280;36,25;11,15;96,11
2022;Papua;Dogiyai;29320;29,48;9,45;84,82
2022;Papua;Intan Jaya;21860;42,03;18,4;87,49
2022;Papua;Deiyai;31040;40,31;50,78;89,08
2022;Papua;Kota Jayapura;34360;11,12;61,94;35,92
2021;Aceh;Simeulue;18250;18,98;47,67;71,72
2021;Aceh;Aceh Singkil;25480;20,36;53,31;71,72
2021;Aceh;Aceh Selatan;32250;13,18;50,63;77,15
2021;Aceh;Aceh Tenggara;29310;13,41;42,14;59,49
2021;Aceh;Aceh Timur;63690;14,45;52,6;73,05
2021;Aceh;Aceh Tengah;32720;15,26;33,6;69,18
2021;Aceh;Aceh Barat;39830;18,81;52,06;68,32
2021;Aceh;Aceh Besar;60260;14,05;46,17;57,26
2021;Aceh;Pidie;88530;19,59;46,43;65,39
2021;Aceh;Bireuen;63020;13,25;44,52;65,13
2021;Aceh;Aceh Utara;109490;17,43;52,37;61,54
2021;Aceh;Aceh Barat Daya;25060;16,34;58,38;66,67
2021;Aceh;Gayo Lues;18610;19,64;35,77;73,69
2021;Aceh;Aceh Tamiang;40030;13,34;47,92;74,2
2021;Aceh;Nagan Raya;30710;18,23;42,91;57,44
2021;Aceh;Aceh Jaya;12630;13,23;36,54;73,4
2021;Aceh;Bener Meriah;28690;19,16;40,99;49,42
2021;Aceh;Pidie Jaya;31790;19,55;52,38;60,47
2021;Aceh;Banda Aceh;20950;7,61;43,31;46,17
2021;Aceh;Sabang;5330;15,32;45,27;44,69
2021;Aceh;Langsa;19780;10,96;47,09;53,52
2021;Aceh;Lhokseumawe;23380;11,16;50,5;45,16
2021;Aceh;Subulussalam;14460;17,65;50,22;73,92
2021;Sumatera Utara;Nias;24330;16,82;27,71;82,37
2021;Sumatera Utara;Mandailing Natal;43240;9,49;29,45;70,4
2021;Sumatera Utara;Tapanuli Selatan;25010;8,8;23,91;88,21
2021;Sumatera Utara;Tapanuli Tengah;49950;12,67;32,41;82,86
2021;Sumatera Utara;Tapanuli Utara;29720;9,72;31,77;58,32
2021;Sumatera Utara;Toba Samosir;16610;8,99;27,65;56,99
2021;Sumatera Utara;Labuhanbatu;45030;8,74;53,2;69,64
2021;Sumatera Utara;Asahan;69290;9,35;44,84;50,78
2021;Sumatera Utara;Simalungun;76990;8,81;39,12;61,84
2021;Sumatera Utara;Dairi;23720;8,31;19,12;51,97
2021;Sumatera Utara;Karo;38010;8,79;19,98;56,91
2021;Sumatera Utara;Deli Serdang;92520;4,01;52,57;48,19
2021;Sumatera Utara;Langkat;106590;10,12;39,85;74,67
2021;Sumatera Utara;Nias Selatan;55160;16,92;28,4;84,84
2021;Sumatera Utara;Humbang Hasundutan;18710;9,65;16,86;64
2021;Sumatera Utara;Pakpak Barat;4790;9,35;14,15;67,68
2021;Sumatera Utara;Samosir;16080;12,68;29,77;54,38
2021;Sumatera Utara;Serdang Bedagai;51160;8,3;48,25;65,63
2021;Sumatera Utara;Batu Bara;52590;12,38;46,5;75,14
2021;Sumatera Utara;Padang Lawas Utara;28370;9,92;24,71;57,27
2021;Sumatera Utara;Padang Lawas;25780;8,69;39,99;72,28
2021;Sumatera Utara;Labuhanbatu Selatan;30360;8,53;32,68;70,94
2021;Sumatera Utara;Labuhanbatu Utara;37130;10,02;50,64;71,33
2021;Sumatera Utara;Nias Utara;35840;25,66;33,62;79,54
2021;Sumatera Utara;Nias Barat;21750;26,42;24,35;75,49
2021;Sumatera Utara;Sibolga;10800;12,33;45,23;61,9
2021;Sumatera Utara;Kota Tanjungbalai;24100;13,4;45,32;69,52
2021;Sumatera Utara;Pematangsiantar;22060;8,52;35,64;56,31
2021;Sumatera Utara;Tebingtinggi;17370;10,3;36,03;61,08
2021;Sumatera Utara;Kota Medan;193030;8,34;46,07;51,15
2021;Sumatera Utara;Kota Binjai;16460;5,81;41,55;63,97
2021;Sumatera Utara;Padangsidimpuan;17280;7,53;38,17;68,52
2021;Sumatera Utara;Gunungsitoli;24020;16,45;38,5;75,85
2021;Sumatera Barat;Kepulauan Mentawai;14310;14,84;30,59;91,1
2021;Sumatera Barat;Pesisir Selatan;37410;7,92;52,02;72,02
2021;Sumatera Barat;Solok;30360;8,01;34,93;81,13
2021;Sumatera Barat;Sijunjung;16810;6,8;41,92;85,42
2021;Sumatera Barat;Tanah Datar;15890;4,54;32,02;75,42
2021;Sumatera Barat;Padang Pariaman;30410;7,22;48,72;81,84
2021;Sumatera Barat;Agam;34260;6,85;37,33;74,25
2021;Sumatera Barat;Lima Puluh Kota;28510;7,29;35,04;79,25
2021;Sumatera Barat;Pasaman;21570;7,48;34,26;79,99
2021;Sumatera Barat;Solok Selatan;13410;7,52;41,56;75,07
2021;Sumatera Barat;Dharmasraya;17600;6,67;34,67;85,9
2021;Sumatera Barat;Pasaman Barat;34970;7,51;43,7;65,01
2021;Sumatera Barat;Padang;48440;4,94;57,07;56,37
2021;Sumatera Barat;Kota Solok;2310;3,12;52,1;87,02
2021;Sumatera Barat;Sawahlunto;1520;2,38;36,86;78,89
2021;Sumatera Barat;Padang Panjang;3280;5,92;37,42;61,82
2021;Sumatera Barat;Bukittinggi;6980;5,14;37,32;51,62
2021;Sumatera Barat;Payakumbuh;8660;6,16;48,41;70,64
2021;Sumatera Barat;Pariaman;3990;4,38;47,65;76,52
2021;Riau;Kuantan Singingi;28900;8,97;44,99;75,1
2021;Riau;Indragiri Hulu;27350;6,18;61,29;77,61
2021;Riau;Indragiri Hilir;44610;6,18;42,3;91,15
2021;Riau;Pelalawan;49300;9,63;45,61;69,47
2021;Riau;Siak;25770;5,18;52,87;50,97
2021;Riau;Kampar;68740;7,82;53,67;71,07
2021;Riau;Rokan Hulu;74730;10,4;48,39;75,84
2021;Riau;Bengkalis;37660;6,64;56,76;59,88
2021;Riau;Rokan Hilir;51970;7,18;52,48;68,73
2021;Riau;Kepulauan Meranti;48500;25,68;45,75;75,7
2021;Riau;Pekanbaru;32730;2,83;40,47;67,82
2021;Riau;Dumai;10570;3,42;48,73;63,46
2021;Jambi;Kerinci;18450;7,71;49,15;85,41
2021;Jambi;Merangin;35440;9,11;45,67;75,81
2021;Jambi;Sarolangun;27060;8,87;48,64;80,42
2021;Jambi;Batang Hari;27240;10,05;44,78;76,1
2021;Jambi;Muaro Jambi;20490;4,53;50;78,8
2021;Jambi;Tanjung Jabung T;24420;11,39;36,95;80,24
2021;Jambi;Tanjung Jabung B;36100;10,75;40,15;85,85
2021;Jambi;Tebo;23770;6,68;43,28;79,07
2021;Jambi;Bungo;23640;6,23;42,79;91,06
2021;Jambi;Jambi;54230;9,02;48,87;50,76
2021;Jambi;Sungai Penuh;3030;3,41;49,77;51,45
2021;Sumatera Selatan;Ogan Komering Ulu;47500;12,62;39,18;77,65
2021;Sumatera Selatan;Ogan Komering Ilir;124780;14,68;39,79;86
2021;Sumatera Selatan;Muara Enim;80400;12,32;37,37;72,63
2021;Sumatera Selatan;Lahat;68400;16,46;33,89;74,12
2021;Sumatera Selatan;Musi Rawas;57460;13,89;36,04;80,69
2021;Sumatera Selatan;Musi Banyuasin;105230;15,84;42,2;84,3
2021;Sumatera Selatan;Banyu Asin;94080;10,75;49,14;78,48
2021;Sumatera Selatan;Ogan Komering Ulu Selatan;41230;11,12;35,1;83,39
2021;Sumatera Selatan;Ogan Komering Ulu Timur;72890;10,6;47,92;85,81
2021;Sumatera Selatan;Ogan Ilir;60500;13,82;42,31;79,34
2021;Sumatera Selatan;Empat Lawang;34110;13,35;36,74;80,84
2021;Sumatera Selatan;Penukal Abab Lematang llir;25100;12,91;36,27;79,31
2021;Sumatera Selatan;Musi Rawas Utara;39500;20,11;48,34;79,38
2021;Sumatera Selatan;Palembang;194120;11,34;45,29;57,18
2021;Sumatera Selatan;Prabumulih;23600;12,2;39,71;66,61
2021;Sumatera Selatan;Pagar Alam;13270;9,4;37,55;73,23
2021;Sumatera Selatan;Lubuklinggau;31610;13,23;44,13;76,12
2021;Bengkulu;Bengkulu Selatan;31650;18,16;36,04;68,14
2021;Bengkulu;Rejang Lebong;43300;15,85;29,61;75,47
2021;Bengkulu;Bengkulu Utara;35550;11,61;37,88;79,68
2021;Bengkulu;Kaur;22990;18,62;28,82;77,28
2021;Bengkulu;Seluma;37050;18,72;35,81;75,88
2021;Bengkulu;Mukomuko;22500;11,93;50,82;72,03
2021;Bengkulu;Lebong;13970;12;42,56;74,99
2021;Bengkulu;Kepahiang;20940;14,83;22,42;75,99
2021;Bengkulu;Bengkulu Tengah;11120;9,68;38,32;80,84
2021;Bengkulu;Bengkulu;66940;17,89;40,56;56,16
2021;Lampung;Lampung Barat;39360;12,82;21,05;82,95
2021;Lampung;Tanggamus;71890;11,81;47,12;86,36
2021;Lampung;Lampung Selatan;145850;14,19;42,19;83,56
2021;Lampung;Lampung Timur;159790;15,08;39,7;78,07
