year;province_name;regency_name;poverty_amount;poverty_percentage;unemployed_percentage;uneducated_percentage
2021;Lampung;Lampung Tengah;155770;11,99;36,24;83,55
2021;Lampung;Lampung Utara;121910;19,63;45,5;73,12
2021;Lampung;Way Kanan;59890;13,09;39;79,94
2021;Lampung;Tulangbawang;44530;9,67;45,89;83,23
2021;Lampung;Pesawaran;68310;15,11;45,32;85,29
2021;Lampung;Pringsewu;41040;10,11;41,96;82,96
2021;Lampung;Mesuji;15240;7,54;35,5;91,17
2021;Lampung;Tulang Bawang Barat;23030;8,32;50,97;92,71
2021;Lampung;Pesisir Barat;23230;14,81;37,71;68,26
2021;Lampung;Bandar Lampung;98760;9,11;46,08;59,94
2021;Lampung;Metro;15320;8,93;46,32;68,16
2021;Bangka Belitung;Bangka;16190;4,81;44,27;86,24
2021;Bangka Belitung;Belitung;13530;7,15;40,83;77,35
2021;Bangka Belitung;Bangka Barat;5850;2,75;46,59;89,12
2021;Bangka Belitung;Bangka Tengah;10030;5,13;51,38;91,1
2021;Bangka Belitung;Bangka Selatan;7720;3,69;41,52;79,96
2021;Bangka Belitung;Belitung Timur;9290;7,2;37,06;81,2
2021;Bangka Belitung;Pangkalpinang;10100;4,76;51,89;56,14
2021;Kepulauan Riau;Karimun;16280;6,85;54,43;85,96
2021;Kepulauan Riau;Bintan;10540;6,42;57,32;82,14
2021;Kepulauan Riau;Natuna;3980;4,95;48,84;56,67
2021;Kepulauan Riau;Lingga;12580;13,93;44,73;86,1
2021;Kepulauan Riau;Kepulauan Anambas;3080;7,09;48,64;85,28
2021;Kepulauan Riau;Batam;77170;5,05;43,15;54,82
2021;Kepulauan Riau;Tanjungpinang;20850;9,57;42,67;62,63
2021;DKI Jakarta;Kepulauan Seribu;3860;15,06;53,03;67,08
2021;DKI Jakarta;Jakarta Selatan;81500;3,56;53,62;43,13
2021;DKI Jakarta;Jakarta Timur;125370;4,28;51,3;56,42
2021;DKI Jakarta;Jakarta Pusat;45100;4,94;45,41;64,93
2021;DKI Jakarta;Jakarta Barat;113370;4,31;45,88;46,1
2021;DKI Jakarta;Jakarta Utara;132730;7,24;45,83;64,6
2021;Jawa Barat;Bogor;491240;8,13;49,74;84,45
2021;Jawa Barat;Sukabumi;194350;7,7;54,05;91
2021;Jawa Barat;Cianjur;260020;11,18;51,5;92,29
2021;Jawa Barat;Bandung;269180;7,15;46,91;82,9
2021;Jawa Barat;Garut;281360;10,65;51,25;84,65
2021;Jawa Barat;Tasikmalaya;200590;11,15;41,59;93,43
2021;Jawa Barat;Ciamis;96600;7,97;41,97;91,15
2021;Jawa Barat;Kuningan;143350;13,1;49,13;80,63
2021;Jawa Barat;Cirebon;271020;12,3;51,61;74,29
2021;Jawa Barat;Majalengka;151140;12,33;46,45;84,14
2021;Jawa Barat;Sumedang;126280;10,71;43,26;83,29
2021;Jawa Barat;Indramayu;228590;13,04;46,57;83,94
2021;Jawa Barat;Subang;158970;10,03;49,71;87,85
2021;Jawa Barat;Purwakarta;84270;8,83;48,93;83,17
2021;Jawa Barat;Karawang;210780;8,95;54,28;84,59
2021;Jawa Barat;Bekasi;202730;5,21;57,91;75,49
2021;Jawa Barat;Bandung Barat;190770;11,3;53,26;90,26
2021;Jawa Barat;Pangandaran;39070;9,65;31,17;87,56
2021;Jawa Barat;Kota Bogor;80090;7,24;52,31;70,75
2021;Jawa Barat;Kota Sukabumi;27190;8,25;56,09;68,82
2021;Jawa Barat;Kota Bandung;112500;4,37;42,16;69,86
2021;Jawa Barat;Kota Cirebon;31980;10,03;55,87;77,87
2021;Jawa Barat;Kota Bekasi;144120;4,74;50,69;60,73
2021;Jawa Barat;Depok;63860;2,58;44,44;77,65
2021;Jawa Barat;Cimahi;32480;5,35;57,17;66,5
2021;Jawa Barat;Kota Tasikmalaya;89460;13,13;53,13;77,61
2021;Jawa Barat;Kota Banjar;13370;7,11;47,09;80,52
2021;Jawa Tengah;Cilacap;201710;11,67;47,68;86,54
2021;Jawa Tengah;Banyumas;232910;13,66;49,37;88,64
2021;Jawa Tengah;Purbalingga;153080;16,24;39,19;90,24
2021;Jawa Tengah;Banjarnegara;150190;16,23;36,85;91,01
2021;Jawa Tengah;Kebumen;212920;17,83;42,17;85,39
2021;Jawa Tengah;Purworejo;88800;12,4;38,17;83,36
2021;Jawa Tengah;Wonosobo;139670;17,67;36,93;90,82
2021;Jawa Tengah;Magelang;154910;11,91;30,56;83,82
2021;Jawa Tengah;Boyolali;104820;10,62;34,88;80,56
2021;Jawa Tengah;Klaten;158230;13,49;46,9;62,43
2021;Jawa Tengah;Sukoharjo;73840;8,23;35,05;72,03
2021;Jawa Tengah;Wonogiri;110460;11,55;34,64;80,6
2021;Jawa Tengah;Karanganyar;95410;10,68;43,65;79,07
2021;Jawa Tengah;Sragen;122910;13,83;40,57;78,73
2021;Jawa Tengah;Grobogan;175720;12,74;38,84;83,03
2021;Jawa Tengah;Blora;107050;12,39;33,1;87,12
2021;Jawa Tengah;Rembang;101400;15,8;46,47;79,99
2021;Jawa Tengah;Pati;128740;10,21;37,82;79,05
2021;Jawa Tengah;Kudus;67060;7,6;37,86;74,16
2021;Jawa Tengah;Jepara;95220;7,44;39,04;80,26
2021;Jawa Tengah;Demak;151740;12,92;40,59;72,52
2021;Jawa Tengah;Semarang;83610;7,82;40,75;78,09
2021;Jawa Tengah;Temanggung;79090;10,17;27,29;86,09
2021;Jawa Tengah;Kendal;100000;10,24;36,32;89,5
2021;Jawa Tengah;Batang;74910;9,68;44,44;91,74
2021;Jawa Tengah;Pekalongan;95260;10,57;39,97;92,12
2021;Jawa Tengah;Pemalang;215080;16,56;45,48;84,81
2021;Jawa Tengah;Tegal;123520;8,6;49,73;87,41
2021;Jawa Tengah;Brebes;314950;17,43;44,19;88,83
2021;Jawa Tengah;Kota Magelang;9440;7,75;47,12;53,71
2021;Jawa Tengah;Surakarta;48790;9,4;37,1;63,91
2021;Jawa Tengah;Salatiga;10140;5,14;49,02;69,68
2021;Jawa Tengah;Kota Semarang;84450;4,56;49;59,16
2021;Jawa Tengah;Kota Pekalongan;23490;7,59;29,17;64,57
2021;Jawa Tengah;Kota Tegal;20270;8,12;38,76;72,96
2021;DI Yogyakarta;Kulon Progo;81140;18,38;31,98;70,47
2021;DI Yogyakarta;Bantul;146980;14,04;44,27;68,74
2021;DI Yogyakarta;Gunung Kidul;135330;17,69;28,42;84,57
2021;DI Yogyakarta;Sleman;108930;8,64;40,07;58,71
2021;DI Yogyakarta;Kota Yogyakarta;34070;7,69;51,12;53,94
2021;Jawa Timur;Pacitan;84190;15,11;34,36;79,56
2021;Jawa Timur;Ponorogo;89940;10,26;32,58;83,63
2021;Jawa Timur;Trenggalek;84890;12,14;40,3;86,9
2021;Jawa Timur;Tulungagung;78590;7,51;42,76;73,79
2021;Jawa Timur;Blitar;112620;9,65;41,21;84,38
2021;Jawa Timur;Kediri;184490;11,64;45,76;77,09
2021;Jawa Timur;Malang;276580;10,5;41,52;85,53
2021;Jawa Timur;Lumajang;105250;10,05;44,11;87,9
2021;Jawa Timur;Jember;257090;10,41;47,4;84,73
2021;Jawa Timur;Banyuwangi;130930;8,07;40,64;82,79
2021;Jawa Timur;Bondowoso;115180;14,73;36,06;86,46
2021;Jawa Timur;Situbondo;86950;12,63;41,22;88,27
2021;Jawa Timur;Probolinggo;223320;18,91;45,99;83,47
2021;Jawa Timur;Pasuruan;159780;9,7;40,99;80,16
2021;Jawa Timur;Sidoarjo;137150;5,93;49,1;54,1
2021;Jawa Timur;Mojokerto;120540;10,62;47,02;74,08
2021;Jawa Timur;Jombang;127300;10;49,2;80,75
2021;Jawa Timur;Nganjuk;125530;11,85;47,06;74,7
2021;Jawa Timur;Madiun;81610;11,91;42,72;81
2021;Jawa Timur;Magetan;67750;10,66;37,46;75,58
2021;Jawa Timur;Ngawi;130810;15,57;40,93;74,94
2021;Jawa Timur;Bojonegoro;166520;13,27;36,98;80,8
2021;Jawa Timur;Tuban;192580;16,31;39,95;82,69
2021;Jawa Timur;Lamongan;166820;13,86;43,45;72,91
2021;Jawa Timur;Gresik;166350;12,42;40,46;65,09
2021;Jawa Timur;Bangkalan;215970;21,57;35,7;88,04
2021;Jawa Timur;Sampang;237230;23,76;29,94;89,57
2021;Jawa Timur;Pamekasan;137120;15,3;27,79;70,26
2021;Jawa Timur;Sumenep;224730;20,51;29,49;85,05
2021;Jawa Timur;Kota Kediri;22550;7,75;45,38;58,91
2021;Jawa Timur;Kota Blitar;11330;7,89;44,67;63,72
2021;Jawa Timur;Kota Malang;40620;4,62;51,23;70,1
2021;Jawa Timur;Kota Probolinggo;17910;7,44;45,3;66,34
2021;Jawa Timur;Kota Pasuruan;13970;6,88;43,77;74,74
2021;Jawa Timur;Kota Mojokerto;8370;6,39;45,84;56,07
2021;Jawa Timur;Kota Madiun;9060;5,09;46,56;54,01
2021;Jawa Timur;Surabaya;152490;5,23;43,03;66,76
2021;Jawa Timur;Batu;8630;4,09;42,82;67,98
2021;Banten;Pandeglang;131430;10,72;57,55;89,6
2021;Banten;Lebak;134750;10,29;42,45;91,33
2021;Banten;Tangerang;272350;7,12;49,89;78,5
2021;Banten;Serang;83090;5,49;52,12;90,77
2021;Banten;Kota Tangerang;134240;5,93;52,49;56,13
2021;Banten;Cilegon;18890;4,24;58,67;60,51
2021;Banten;Kota Serang;47910;6,79;57,73;85,38
2021;Banten;Tangerang Selatan;44570;2,57;55,3;37,6
2021;Bali;Jembrana;14240;5,06;46,25;72,41
2021;Bali;Tabanan;23110;5,12;40,44;54,79
2021;Bali;Badung;18520;2,62;47,62;59,68
2021;Bali;Gianyar;25360;4,85;35,86;70,84
2021;Bali;Klungkung;10190;5,64;35,23;83,16
2021;Bali;Bangli;11680;5,09;23,04;76,92
2021;Bali;Karangasem;28520;6,78;25,29;92,33
2021;Bali;Buleleng;40920;6,12;38,98;81,33
2021;Bali;Denpasar;29410;2,96;40,85;54,45
2021;Nusa Tenggara Barat;Lombok Barat;105240;14,47;37,57;83,42
2021;Nusa Tenggara Barat;Lombok Tengah;131940;13,44;36,08;77,37
2021;Nusa Tenggara Barat;Lombok Timur;190840;15,38;42,82;76,74
2021;Nusa Tenggara Barat;Sumbawa;66000;13,91;36,5;74,93
2021;Nusa Tenggara Barat;Dompu;33260;12,6;38,02;68,96
2021;Nusa Tenggara Barat;Bima;75490;14,88;28,05;68,35
2021;Nusa Tenggara Barat;Sumbawa Barat;21510;13,54;34,77;74,26
2021;Nusa Tenggara Barat;Lombok Utara;61700;27,04;40,73;85,48
2021;Nusa Tenggara Barat;Mataram;44450;8,65;42,71;77,27
2021;Nusa Tenggara Barat;Kota Bima;16220;8,88;33,25;49,11
2021;Nusa Tenggara Timur;Sumba Barat;37780;28,39;39,28;90,82
2021;Nusa Tenggara Timur;Sumba Timur;78330;29,68;24,57;84,14
2021;Nusa Tenggara Timur;Kupang;91250;22,98;35,07;81,55
2021;Nusa Tenggara Timur;Timor Tengah Selatan;125680;26,64;40,69;89,9
2021;Nusa Tenggara Timur;Timor Tengah Utara;58330;22,62;33,53;81,01
2021;Nusa Tenggara Timur;Belu;35410;15,68;40,16;84,48
2021;Nusa Tenggara Timur;Alor;43830;21,09;31,3;81,47
2021;Nusa Tenggara Timur;Lembata;38750;26,21;39,06;89,23
2021;Nusa Tenggara Timur;Flores Timur;28900;11,14;42,9;85,94
2021;Nusa Tenggara Timur;Sikka;43090;13,35;31,94;90,74
2021;Nusa Tenggara Timur;Ende;66380;24,13;23,99;80,79
2021;Nusa Tenggara Timur;Ngada;20980;12,58;37,96;81,62
2021;Nusa Tenggara Timur;Manggarai;71030;20,48;35,24;83,93
2021;Nusa Tenggara Timur;Rote Ndao;51710;28,08;38,44;79,31
2021;Nusa Tenggara Timur;Manggarai Barat;51150;17,92;24,95;85,23
2021;Nusa Tenggara Timur;Sumba Tengah;25480;34,27;39,07;85,65
2021;Nusa Tenggara Timur;Sumba Barat Daya;100420;28,18;30,29;91
2021;Nusa Tenggara Timur;Nagekeo;19110;12,91;46,75;86,72
2021;Nusa Tenggara Timur;Manggarai Timur;77170;26,5;30,27;89,46
2021;Nusa Tenggara Timur;Sabu Raijua;30600;30,13;38,94;90,47
2021;Nusa Tenggara Timur;Malaka;32170;16,33;39,72;93,49
2021;Nusa Tenggara Timur;Kota Kupang;41770;9,17;51,93;60,51
2021;Kalimantan Barat;Sambas;41490;7,66;35,94;87,74
2021;Kalimantan Barat;Bengkayang;16920;6,48;50,86;86,82
2021;Kalimantan Barat;Landak;42010;10,99;34,1;80,37
2021;Kalimantan Barat;Pontianak;13820;5,18;48,88;86,41
2021;Kalimantan Barat;Sanggau;21700;4,55;33,19;96,52
2021;Kalimantan Barat;Ketapang;53040;10,13;46,95;82,62
2021;Kalimantan Barat;Sintang;39400;9,28;26,02;89,15
2021;Kalimantan Barat;Kapuas Hulu;24030;8,93;25,9;84,13
2021;Kalimantan Barat;Sekadau;12690;6,26;29,52;84,81
2021;Kalimantan Barat;Melawi;25470;12,01;32,98;87,38
2021;Kalimantan Barat;Kayong Utara;10720;9,33;46,02;87,01
2021;Kalimantan Barat;Kubu Raya;25470;4,34;53,57;81,98
2021;Kalimantan Barat;Kota Pontianak;30110;4,58;52,56;69,38
2021;Kalimantan Barat;Singkawang;11030;4,83;54,6;86
2021;Kalimantan Tengah;Kotawaringin Barat;12290;3,95;40,25;77,5
2021;Kalimantan Tengah;Kotawaringin Timur;27060;5,91;49,81;77,27
2021;Kalimantan Tengah;Kapuas;19450;5,35;42,32;84,83
2021;Kalimantan Tengah;Barito Selatan;6420;4,62;45,96;61,34
2021;Kalimantan Tengah;Barito Utara;7400;5,61;44,65;70,22
2021;Kalimantan Tengah;Sukamara;2380;3,66;57,57;89,49
2021;Kalimantan Tengah;Lamandau;2920;3,56;46,47;90,53
2021;Kalimantan Tengah;Seruyan;15070;7,22;46,14;85,7
2021;Kalimantan Tengah;Katingan;9150;5,25;40,45;87,88
2021;Kalimantan Tengah;Pulang Pisau;5430;4,24;32,41;85,2
2021;Kalimantan Tengah;Gunung Mas;6300;5,35;43,39;90,24
2021;Kalimantan Tengah;Barito Timur;8020;6,38;25,55;83,85
2021;Kalimantan Tengah;Murung Raya;7310;6,15;59,38;84,98
2021;Kalimantan Tengah;Palangka Raya;10860;3,75;50,31;72,26
2021;Kalimantan Selatan;Tanah Laut;15860;4,57;45,28;85,67
2021;Kalimantan Selatan;Kota Baru;16830;4,86;50,15;68,39
2021;Kalimantan Selatan;Banjar;18070;3,04;33,49;92,98
2021;Kalimantan Selatan;Barito Kuala;16100;5,11;37,14;86,09
2021;Kalimantan Selatan;Tapin;6930;3,6;34,89;92,26
2021;Kalimantan Selatan;Hulu Sungai Selatan;11470;4,84;41,22;91,53
2021;Kalimantan Selatan;Hulu Sungai Tengah;16770;6,18;42,43;89,04
2021;Kalimantan Selatan;Hulu Sungai Utara;16190;6,83;29,4;86,53
2021;Kalimantan Selatan;Tabalong;16130;6,27;14,88;81,06
2021;Kalimantan Selatan;Tanah Bumbu;18920;4,82;51,96;80,62
2021;Kalimantan Selatan;Balangan;8060;6,07;39,46;80,01
2021;Kalimantan Selatan;Banjarmasin;34840;4,89;47,75;77,58
2021;Kalimantan Selatan;Banjar Baru;11950;4,4;51,6;63,71
2021;Kalimantan Timur;Paser;27560;9,73;45,38;80,92
2021;Kalimantan Timur;Kutai Barat;15380;10,24;44,63;69,65
2021;Kalimantan Timur;Kutai Kartanegara;62360;7,99;52,43;67,97
2021;Kalimantan Timur;Kutai Timur;37780;9,81;46,92;58,76
2021;Kalimantan Timur;Berau;13620;5,88;49,82;78,26
2021;Kalimantan Timur;Penajam Paser Utara;12130;7,61;56,82;77,11
2021;Kalimantan Timur;Mahakam Hulu;3180;11,9;28,39;72,14
2021;Kalimantan Timur;Balikpapan;18530;2,89;51,97;43,08
2021;Kalimantan Timur;Samarinda;42840;4,99;47,38;67,03
2021;Kalimantan Timur;Bontang;8410;4,62;48,21;66,69
2021;Kalimantan Utara;Malinau;6390;7,3;48,74;79,7
2021;Kalimantan Utara;Bulungan;13480;10,03;43,42;70,41
2021;Kalimantan Utara;Tana Tidung;1490;5,15;50,47;66,31
2021;Kalimantan Utara;Nunukan;13940;6,79;56,79;95,2
2021;Kalimantan Utara;Tarakan;17570;6,71;51,92;77,53
2021;Sulawesi Utara;Bolaang Mongondow;19080;7,58;47,78;78,98
2021;Sulawesi Utara;Minahasa;26300;7,67;58,32;54,57
2021;Sulawesi Utara;Kepulauan Sangihe;14550;11,02;60,23;86,98
2021;Sulawesi Utara;Kepulauan Talaud;8370;9;37,19;68,34
2021;Sulawesi Utara;Minahasa Selatan;19770;9,37;54,55;64,24
2021;Sulawesi Utara;Minahasa Utara;14490;7,11;59,06;69,37
2021;Sulawesi Utara;Bolaang Mongondow Utara;6530;8,03;41,37;82,41
2021;Sulawesi Utara;Siau Tagulandang Biaro;6000;8,94;61,34;75,55
2021;Sulawesi Utara;Minahasa Tenggara;13310;12,47;57,99;72,95
2021;Sulawesi Utara;Bolaang Mongondow Selatan;8630;12,85;57,25;84,61
2021;Sulawesi Utara;Bolaang Mongondow Timur;4470;6,1;52,93;88,93
2021;Sulawesi Utara;Manado;26780;6,19;61,49;73,69
2021;Sulawesi Utara;Bitung;14330;6,43;62,36;66,54
2021;Sulawesi Utara;Tomohon;6180;5,69;58,19;61,89
2021;Sulawesi Utara;Kotamobagu;7560;5,74;57,84;77,22
2021;Sulawesi Tengah;Banggai Kepulauan;16330;13,72;38,51;80,45
2021;Sulawesi Tengah;Banggai;30100;7,83;40,51;85,34
2021;Sulawesi Tengah;Morowali;17070;13,75;50,71;88,53
2021;Sulawesi Tengah;Poso;41990;15,92;33,77;74,31
2021;Sulawesi Tengah;Donggala;51230;16,73;40,49;80,03
2021;Sulawesi Tengah;Toli-Toli;32190;13,51;55,84;83,12
2021;Sulawesi Tengah;Buol;23460;14,06;48,06;77,92
2021;Sulawesi Tengah;Parigi Moutong;76790;15,28;34,32;86,98
2021;Sulawesi Tengah;Tojo Una-Una;25860;16,6;33,06;84,32
2021;Sulawesi Tengah;Sigi;31510;13,05;38,38;81,91
2021;Sulawesi Tengah;Banggai Laut;10920;14,17;55,8;85,81
2021;Sulawesi Tengah;Morowali Utara;18400;13,9;42,85;75,16
2021;Sulawesi Tengah;Palu;28600;7,17;46,16;63,86
2021;Sulawesi Selatan;Kepulauan Selayar;16930;12,45;36,28;81,18
2021;Sulawesi Selatan;Bulukumba;31310;7,43;51,02;84,9
2021;Sulawesi Selatan;Bantaeng;17780;9,41;35,91;87,38
2021;Sulawesi Selatan;Jeneponto;52350;14,28;39,36;83,46
2021;Sulawesi Selatan;Takalar;24600;8,25;49,26;80,7
2021;Sulawesi Selatan;Gowa;58660;7,54;30,8;87,86
2021;Sulawesi Selatan;Sinjai;21690;8,84;49,23;83,64
2021;Sulawesi Selatan;Maros;34110;9,57;43,97;87,89
2021;Sulawesi Selatan;Pangkajene Dan Kepulauan;48400;14,28;50,59;81,04
2021;Sulawesi Selatan;Barru;15180;8,68;52,92;78,7
2021;Sulawesi Selatan;Bone;79650;10,52;53,08;86,46
2021;Sulawesi Selatan;Soppeng;17270;7,53;58,74;82,63
2021;Sulawesi Selatan;Wajo;26220;6,46;61,7;80,69
2021;Sulawesi Selatan;Sidenreng Rappang;15250;5,04;43,01;83,1
2021;Sulawesi Selatan;Pinrang;33510;8,81;51,91;88,48
2021;Sulawesi Selatan;Enrekang;26130;12,47;48,71;76,93
2021;Sulawesi Selatan;Luwu;46260;12,53;50,22;75,11
2021;Sulawesi Selatan;Tana Toraja;29330;12,27;27,4;76,6
2021;Sulawesi Selatan;Luwu Utara;43150;13,59;48,89;69,68
2021;Sulawesi Selatan;Luwu Timur;20990;6,94;54,93;71,3
2021;Sulawesi Selatan;Toraja Utara;28390;11,99;38,13;67,86
2021;Sulawesi Selatan;Makassar;74690;4,82;55,97;61,26
2021;Sulawesi Selatan;Parepare;7930;5,4;48,91;62,97
2021;Sulawesi Selatan;Palopo;15210;8,14;57,42;69,97
2021;Sulawesi Tenggara;Buton;14250;13,92;48,25;73,95
2021;Sulawesi Tenggara;Muna;30540;13,54;39,97;77,96
2021;Sulawesi Tenggara;Konawe;32460;13,03;52,13;72,86
2021;Sulawesi Tenggara;Kolaka;33450;12,43;46,05;72,57
2021;Sulawesi Tenggara;Konawe Selatan;36170;11,34;27,13;81,71
2021;Sulawesi Tenggara;Bombana;19730;10,76;41,73;85,79
2021;Sulawesi Tenggara;Wakatobi;15300;14,91;43,07;74,17
2021;Sulawesi Tenggara;Kolaka Utara;21360;13,79;34,52;79,66
2021;Sulawesi Tenggara;Buton Utara;9450;14,89;41,76;80,01
2021;Sulawesi Tenggara;Konawe Utara;9260;14,32;40,16;69,24
2021;Sulawesi Tenggara;Kolaka Timur;20030;14,35;39,37;79,92
2021;Sulawesi Tenggara;Konawe Kepulauan;5980;17,81;45,65;71,35
2021;Sulawesi Tenggara;Muna Barat;11550;13,96;35,41;83,34
2021;Sulawesi Tenggara;Buton Tengah;14730;15,8;29,9;76,64
2021;Sulawesi Tenggara;Buton Selatan;11710;14,62;48,99;84,08
2021;Sulawesi Tenggara;Kendari;19460;4,87;43,66;62,35
2021;Sulawesi Tenggara;Bau-Bau;13300;7,78;39,02;74,72
2021;Gorontalo;Boalemo;31830;19;44,64;83,6
2021;Gorontalo;Gorontalo;67210;17,89;42,35;84,26
2021;Gorontalo;Pohuwato;29220;18,08;45,58;84,62
2021;Gorontalo;Bone Bolango;25760;16,3;52,14;80,27
2021;Gorontalo;Gorontalo Utara;19340;17,23;39,03;80,98
2021;Gorontalo;Kota Gorontalo;12940;5,93;59,34;66,06
2021;Sulawesi Barat;Majene;25010;14,34;45,22;76,12
2021;Sulawesi Barat;Polewali Mandar;69320;15,68;35,72;83,48
2021;Sulawesi Barat;Mamasa;22290;13,77;27,46;80,77
2021;Sulawesi Barat;Mamuju;22300;7,46;30,71;79,78
2021;Sulawesi Barat;Mamuju Utara;8530;4,77;44,6;77,19
2021;Sulawesi Barat;Mamuju Tengah;9740;7,13;50,84;80,6
2021;Maluku;Maluku Tenggara Barat;30700;27,27;46,23;70,25
2021;Maluku;Maluku Tenggara;22890;22,73;49,96;60,66
2021;Maluku;Maluku Tengah;74590;19,84;55,18;60,69
2021;Maluku;Buru;25230;17,28;54,41;68,41
2021;Maluku;Kepulauan Aru;25110;26,53;42,49;81,34
2021;Maluku;Seram Bagian Barat;43720;25,27;43,59;69,22
2021;Maluku;Seram Bagian Timur;26410;23,25;45,73;73,11
2021;Maluku;Maluku Barat Daya;21740;29,55;35,39;70,06
2021;Maluku;Buru Selatan;9990;15,89;35,79;86,93
2021;Maluku;Ambon;23670;5,02;49,04;62,42
2021;Maluku;Tual;17760;23,26;51,2;61,51
2021;Maluku Utara;Halmahera Barat;10590;8,95;36,88;71,89
2021;Maluku Utara;Halmahera Tengah;7650;13,52;41,03;76,58
2021;Maluku Utara;Kepulauan Sula;8360;8,23;54,01;73,38
2021;Maluku Utara;Halmahera Selatan;12240;5,19;37,33;66,37
2021;Maluku Utara;Halmahera Utara;10160;5,22;63,03;74,57
2021;Maluku Utara;Halmahera Timur;14580;15,04;51,63;70,16
2021;Maluku Utara;Pulau Morotai;4450;6,52;52,11;76,95
2021;Maluku Utara;Pulau Taliabu;4050;7,49;50,62;85,1
2021;Maluku Utara;Ternate;8450;3,55;62,33;44,92
2021;Maluku Utara;Tidore Kepulauan;6640;6,58;51,58;67,85
2021;Papua Barat;Fakfak;18510;22,86;44,82;58,63
2021;Papua Barat;Kaimana;10310;16,04;40,56;75,91
2021;Papua Barat;Teluk Wondama;10740;31,61;38,29;63,94
2021;Papua Barat;Teluk Bintuni;20070;29,79;44,47;66,1
2021;Papua Barat;Manokwari;35630;20,56;32,78;69,27
2021;Papua Barat;Sorong Selatan;9160;18,55;43,26;70,78
2021;Papua Barat;Sorong;25930;27,78;39,73;73,63
2021;Papua Barat;Raja Ampat;8690;17,5;48,36;70,28
2021;Papua Barat;Tambrauw;5310;33,86;34,03;68,96
2021;Papua Barat;Maybrat;13480;31,39;27,44;54,7
2021;Papua Barat;Manokwari Selatan;7650;29,3;28,95;76,53
2021;Papua Barat;Pegunungan Arfak;11850;34,7;22,56;76,29
2021;Papua Barat;Kota Sorong;41750;15,35;59,09;54,67
2021;Papua;Merauke;23830;10,16;46,58;82,03
2021;Papua;Jayawijaya;78180;37,09;21,64;84,57
2021;Papua;Jayapura;15560;12,13;45,42;67,25
2021;Papua;Nabire;35080;23,83;43,33;61,87
2021;Papua;Kepulauan Yapen;25670;26,09;41,82;69,4
2021;Papua;Biak Numfor;36380;24,45;39,69;59,11
2021;Papua;Paniai;62570;36,59;29,08;89,94
2021;Papua;Puncak Jaya;46390;36;14,56;93,31
2021;Papua;Mimika;30950;14,17;42,34;87,77
2021;Papua;Boven Digoel;13880;19,9;35,26;78,78
2021;Papua;Mappi;26360;26,05;41,57;86,12
2021;Papua;Asmat;25040;24,83;22,65;89,35
2021;Papua;Yahukimo;73620;37,64;21,57;92,25
2021;Papua;Pegunungan Bintang;23380;30,46;17,88;82,75
2021;Papua;Tolikara;48160;32,6;2,67;95,92
2021;Papua;Sarmi;5560;13,84;53,81;74,6
2021;Papua;Keerom;9300;16;41,93;76,27
2021;Papua;Waropen;9690;29,85;57,53;69,45
2021;Papua;Supiori;7830;37,91;51,66;62,64
2021;Papua;Mamberamo Raya;7040;28,78;54,49;58,56
2021;Papua;Nduga;41170;37,18;9,49;87,14
2021;Papua;Lanny Jaya;76750;38,73;9,76;89,5
2021;Papua;Mamberamo Tengah;19660;36,76;6,27;81,17
2021;Papua;Yalimo;22320;33,25;16,36;91,73
2021;Papua;Puncak;40780;36,26;8,43;96,8
2021;Papua;Dogiyai;28380;28,81;17,38;94,62
2021;Papua;Intan Jaya;21310;41,66;38,71;85,93
2021;Papua;Deiyai;30830;40,59;38,93;91,98
2021;Papua;Kota Jayapura;34790;11,39;61,55;44,53
